Brand,Model,Engine Capacity,Price,Kilometers,Location
Yamaha YZF R1,2016,998,80000,23716,"Washermanpet, Chennai"
KTM Duke 200,2016,199.5,25000,15520,"Arumbakkam, Chennai"
Bajaj Pulsar NS200,2012,199.5,34000,40000,"Chengalpattu, Chennai"
Yamaha FZ S,2020,153,110000,2300,"Washermanpet, Chennai"
KTM Duke 200,2016,199.5,25000,15520,"Anna Nagar East, Chennai"
Yamaha FZ25,2017,249,100000,26000,"Oragadam, Chennai"
Hero Passion Pro 100,2011,97.2,22000,60000,"Chrompet, Chennai"
Bajaj Pulsar AS200,2015,199.5,55000,25000,"Kodambakkam, Chennai"
Royal Enfield Classic Desert Storm,2020,499,165000,11000,"Adambakkam, Chennai"
Honda Activa 4G,2020,109.2,32999,5638,"Adambakkam, Chennai"
Hero Pleasure 100,2021,102,70000,935,"Mangadu, Chennai"
TVS Scooty,2008,87.8,15000,45000,"Semmencherry, Chennai"
Bajaj Dominar 400,2018,373.3,130000,17000,"Kodambakkam, Chennai"
Suzuki Access,2011,124,NA,22323,"Maduravoyal, Chennai"
Suzuki GS 150R,2009,149.5,27000,79000,"Sholingnallur, Chennai"
Yamaha FZ S,2013,153,38000,22000,"Egmore, Chennai"
Yamaha FZ S,2015,153,55000,30000,"Nelson Manickam Road, Chennai"
KTM Duke 390,2019,373,210000,9000,"Mogappair West, Chennai"
KTM Duke 200,2016,199.5,25000,15285,"Chetpet, Chennai"
Bajaj Avenger 220,2015,220,80000,20000,"Erukkancheri, Chennai"
TVS Suzuki Samurai,NA,98.2,40000,50000,"Madipakkam, Chennai"
Royal Enfield Bullet Classic,2020,346,50000,84524,"Anna Nagar Western Extn., Chennai"
TVS Apache,2021,177.4,100000,500,"Avadi, Chennai"
Royal Enfield Bullet Classic,2020,346,51000,8720,"Gummidipundi, Chennai"
UM Motorcycles Renegade Commando,2017,223,85000,10000,"Camp Road, Chennai"
Royal Enfield Bullet Classic,2020,346,51000,8420,"Gummidipundi, Chennai"
TVS Phoenix,2014,124.5,32000,21500,"Ashok Nagar, Chennai"
Benelli 302R,2017,300,275000,8645,"Vysarpadi, Chennai"
Bajaj Pulsar 180,2017,178.6,80000,27000,"Ayappakkam, Chennai"
Hero Passion Pro 100,2016,97.2,100000,25423,"Anna Nagar, Chennai"
Yamaha Fascino,2016,113,32000,19500,"Ambattur, Chennai"
Honda Activa 4G,2017,109.2,47500,19000,"Palavakkam, Chennai"
Yamaha YZF R15,2017,149,85000,19150,"Icfcolony, Chennai"
Royal Enfield Bullet,1997,346,90000,35000,"Anna Nagar, Chennai"
Hero Karizma ZMR,2010,223,25000,90876,"Medavakkam, Chennai"
Bajaj Pulsar RS200,2019,199.5,130000,20000,"Porur, Chennai"
Bajaj Pulsar NS200,2018,199.5,84000,27000,"Anna Nagar, Chennai"
Yamaha YZF R15,2017,149,87000,19150,"Icfcolony, Chennai"
Bajaj Platina 100 ES,2012,102,10000,60000,"G K M Colony, Chennai"
Yamaha YZF R1,2019,998,135000,9650,"Shenoy Nagar, Chennai"
TVS Apache RR 310,2018,312.2,150000,27000,"Ambattur, Chennai"
Yamaha Fascino,2017,113,100000,100000,"Avadi, Chennai"
Royal Enfield Bullet Classic,2019,346,82500,8900,"Perambur, Chennai"
Hero Passion Xpro,2013,110,22500,40500,"Anna Nagar, Chennai"
Hero Splendor Plus 100,2008,97.2,27000,NA,"Thiruvallur Road, Chennai"
Bajaj Pulsar,2021,NA,NA,NA,"Thyagaraya Nagar, Chennai"
Royal Enfield Bullet Classic,2017,346,120000,30000,"Senneer Kuppam, Chennai"
TVS Apache,2010,177.4,30000,45650,"Tiruvottiyur, Chennai"
Hero Maestro Edge 125,2016,124.6,40000,18100,"Valasaravakkam, Chennai"
Bajaj Pulsar 180,2015,178.6,33000,70000,"Redhills, Chennai"
Hero Duet,2016,110.9,21000,18999,"Banu Nagar, Chennai"
Yamaha YZF R15,2011,149,68000,40000,"Guindy, Chennai"
Bajaj Platina 100 ES,2017,102,33000,30000,"Guindy Industrial Estate, Chennai"
Bajaj Pulsar,2011,NA,33000,49000,"Ayanavaram, Chennai"
Bajaj Pulsar NS200,2014,199.5,57000,45000,"Sithalapakkam, Chennai"
KTM Duke 200,2015,199.5,120000,15000,"Adyar, Chennai"
Honda CB 1000R,1998,998,10000,72000,"Pattabiram, Chennai"
Yamaha FZ S,2016,153,48000,25000,"Neelankarai, Chennai"
Yamaha FZ S,2018,153,60000,22000,"Avadi, Chennai"
Yamaha Fazer,2013,123.7,36000,31000,"Sriperumbudur, Chennai"
Yamaha FZ25,2017,249,85000,16000,"Urapakkam, Chennai"
Suzuki Gixxer,2017,155,62500,22609,"Villivakkam, Chennai"
Hero Honda Hunk,2013,149.2,29000,23000,"Perungalathur, Chennai"
Hero Super Splendor 125,2012,124.7,38000,47000,"Villivakkam, Chennai"
TVS Ntorq 125,2021,124.79,NA,NA,"Velachery, Chennai"
TVS Jupiter,2021,109,NA,NA,"Kodambakkam, Chennai"
Yamaha FZ S,2021,153,11111,NA,"Kodambakkam, Chennai"
TVS Jupiter,2021,109,NA,NA,"Kodambakkam, Chennai"
Yamaha YZF R15,2021,149,33333,NA,"Kodambakkam, Chennai"
Yamaha MT-15,2021,155,22222,NA,"Kodambakkam, Chennai"
Bajaj Pulsar RS200,2021,199.5,225000,5000,"Adyar, Chennai"
Bajaj Pulsar,2021,NA,NA,NA,"St. Thomas Mount, Chennai"
Jawa 300,2020,293,202999,2300,"Tiruvallikkeni, Chennai"
Suzuki Access 125,2021,124,NA,NA,"Kodambakkam, Chennai"
Royal Enfield Bullet Classic,2019,346,85000,8000,"Pallavaram, Chennai"
Piaggio Vespa,2016,125,56000,40000,"Tiruvottiyur, Chennai"
Suzuki Gixxer SF 250,2017,249,70000,57000,"Guindy, Chennai"
Yamaha SZ-RR,2017,153,43500,9000,"Sowcarpet, Chennai"
Honda CB Unicorn,2017,149.1,73000,54000,"Pattabiram, Chennai"
Yamaha YZF R15,2019,149,114999,31635,"Kolathur, Chennai"
Honda CB Hornet 160R,2016,162.71,55000,44000,"Washermanpet, Chennai"
Hero Passion Pro 100,2019,97.2,NA,19222,"Kotturpuram, Chennai"
Bajaj Pulsar,2021,NA,NA,NA,"Anna Nagar, Chennai"
Honda CBF Stunner,2009,124.7,17800,95000,"Tondiarpet, Chennai"
Mahindra Gusto,2016,109.6,25000,20000,"Broadway, Chennai"
TVS Jupiter,2021,109,NA,NA,"Anna Nagar, Chennai"
TVS Jupiter,2021,109,NA,NA,"Mandaveli, Chennai"
Mahindra Gusto,2016,109.6,25000,25100,"Thiruninravur, Chennai"
Bajaj Pulsar 220F,2017,220,50000,47000,"Vandalur, Chennai"
Yamaha YZF R15,2018,149,90000,7000,"Select Locality, Chennai"
Royal Enfield Thunderbird 350X,2019,346,140000,14500,"Valasarawakkam, Chennai"
Royal Enfield Bullet Classic,2020,346,55000,45213,"Kadambathur, Chennai"
Yamaha Ray Z,2020,113,64000,5600,"Kelambakkam, Chennai"
KTM Duke 125,2020,124.7,150000,5500,"New Washermenpet, Chennai"
TVS Apache RTR 200,2019,197.75,95000,9800,"Redhills, Chennai"
Honda Activa 4G,2017,109.2,44000,24000,"Nerkundram, Chennai"
TVS Scooty,2004,87.8,NA,25000,"Pammal, Chennai"
TVS Scooty,2020,87.8,NA,NA,"Thyagaraya Nagar, Chennai"
Yamaha Fascino,2020,113,NA,NA,"West Mambalam, Chennai"
TVS Apache RTR 160,2014,159.7,40000,58000,"Tiruvottiyur, Chennai"
Bajaj Discover 125cc,2012,124.6,22500,43000,"Madipakkam, Chennai"
Honda Activa 4G,2018,109.2,49500,25000,"Palavakkam, Chennai"
TVS Scooty,2006,87.8,14500,25000,"Chetpet, Chennai"
Royal Enfield Thunderbird 350,2015,346,99000,30820,"Tiruvottiyur, Chennai"
Bajaj Avenger 220,2019,220,65000,7000,"Ashok Nagar, Chennai"
Honda CB Hornet 160R,2017,162.71,60000,29000,"Tiruvallikkeni, Chennai"
Yamaha RX100,NA,NA,65000,60000,"Thiruverkadu, Chennai"
KTM Duke 200,2015,199.5,87000,20000,"Villivakkam, Chennai"
Honda CB Unicorn,2013,149.1,35000,42000,"Kolathur, Chennai"
Honda Activa,2005,109,25000,900096,"Thyagaraya Nagar, Chennai"
Piaggio Vespa,2016,125,85000,25000,"Tondiarpet, Chennai"
Hero Splendor Plus 100,2010,97.2,NA,20000,"Redhills, Chennai"
Yamaha FZ S,2017,153,56999,59000,"Tharamani, Chennai"
Bajaj Avenger 150,2016,150,NA,64700,"Injambakkam, Chennai"
Honda Activa,2011,109,16500,27000,"Puzhal, Chennai"
Honda Activa,2015,109,NA,14000,"Thyagaraya Nagar, Chennai"
Yamaha FZ S,2018,153,75000,6700,"Chepauk, Chennai"
TVS Apache RTR 160,2009,159.7,24000,80000,"Ayappakkam, Chennai"
Yamaha YZF R15,2013,149,70000,54000,"Ambattur, Chennai"
Yamaha FZ S,2019,153,90000,17000,"Mogappair East, Chennai"
Bajaj Platina 100 ES,2007,102,20000,50000,"Mudichur, Chennai"
TVS Heavy Duty Super XL,2013,69.9,19500,21568,"Aminjikarai, Chennai"
Hero Pleasure 100,2010,102,26000,16000,Chennai
Bajaj Avenger 220,2018,220,95000,19154,"Ambattur, Chennai"
Bajaj Pulsar 150,2012,150,22000,48000,"Sholingnallur, Chennai"
Yamaha SZ-R,2013,153,25000,204065,"Anna Nagar Western Extn., Chennai"
Bajaj Avenger 150,2016,150,32000,64500,"Injambakkam, Chennai"
Honda Activa,2011,109,16500,27000,"Redhills, Chennai"
Yamaha FZ S,2019,153,78000,24000,"Pammal, Chennai"
Royal Enfield Bullet Electra,2014,346,95000,23000,"Perambur, Chennai"
Royal Enfield Bullet Electra,2017,346,100000,30000,"Avadi, Chennai"
Royal Enfield Bullet,2020,346,145000,2800,"Neelankarai, Chennai"
KTM Duke 200,2018,199.5,114999,33000,"Kolathur, Chennai"
Yamaha YZF R15,2019,149,44000,11946,"Agaram, Chennai"
Honda Dio,2011,109,19000,10954,"St. Thomas Mount, Chennai"
Yamaha FZ-1,2012,998,35000,40000,"Redhills, Chennai"
Hero Splendor Plus 100,2006,97.2,12000,439275,"Tiruvallikkeni, Chennai"
TVS Ntorq 125,2017,124.79,70000,17088,"Thirumudivakkam, Chennai"
Suzuki Access,2012,124,15000,45000,"Manali, Chennai"
Bajaj Pulsar RS200,2016,199.5,114999,20000,"Perambur Barracks, Chennai"
Suzuki Gixxer,2015,155,50000,41000,"Kovilambakkam, Chennai"
Yamaha YZF R15,2019,149,140000,14000,"Avadi, Chennai"
Yamaha YZF R15,2015,149,60000,40000,"Chrompet, Chennai"
TVS Star Sport,2012,99.7,NA,65000,"Ashok Nagar, Chennai"
Bajaj Dominar 400,2019,373.3,170000,13000,"Padi, Chennai"
TVS Jupiter,2018,109,60000,20000,"Thiruverkadu, Chennai"
Bajaj Pulsar,2012,NA,30000,34000,"Kk Nagar, Chennai"
Yamaha YZF R15,2019,149,145000,7500,"Kodambakkam, Chennai"
Royal Enfield Bullet Classic,2018,346,155000,34000,"Kolathur, Chennai"
TVS Apache RTR 160 4V,2019,159.7,80000,16736,"Lakshmipuram, Chennai"
Bajaj Pulsar,2019,NA,65000,27000,"Keelkattalai, Chennai"
Royal Enfield Thunderbird 350,2007,346,38000,45000,"Washermanpet, Chennai"
KTM Duke 125,2019,124.7,120000,7100,"Tharamani, Chennai"
Suzuki Intruder 150,2018,154.9,70000,18500,"Triplicane, Chennai"
Royal Enfield Bullet 350 Twinspark,2011,346,75000,42000,"Virugambakkam, Chennai"
Royal Enfield Bullet Classic,2013,499,110000,28000,"Mudichur, Chennai"
Suzuki Gixxer SF 250,2019,249,167000,2516,"Tambaram West, Chennai"
Royal Enfield Bullet Classic,2018,346,30000,11500,"Alathur, Chennai"
Yamaha Ray Z,2017,113,45000,402,"Washermanpet, Chennai"
Bajaj Avenger 220,2019,220,75000,6000,"Ashok Nagar, Chennai"
Royal Enfield Thunderbird 350,2017,346,120000,16000,"Manali New Town, Chennai"
Honda Dio,2019,109,58000,11600,"Palavakkam, Chennai"
Honda Activa,2020,109,83750,NA,"Thyagaraya Nagar, Chennai"
KTM Duke 200,2017,199.5,32000,13588,"Manimangalam, Chennai"
Honda Activa,2011,109,16500,27000,"Thirumullaivoyal, Chennai"
TVS Apache,2010,177.4,20000,43000,"Kattupakkam, Chennai"
TVS Star Sport,2018,99.7,40000,28000,"Porur, Chennai"
Royal Enfield Thunderbird 350,2014,346,70000,60000,"Kolathur, Chennai"
Suzuki Intruder 150,2018,154.9,65000,18500,"Tiruvallikkeni, Chennai"
Bajaj CT 100,2005,99.27,15000,14979,"Lakshmi Nagar, Chennai"
Honda Activa,2020,109,75000,9622,"Avadi, Chennai"
Honda CB Unicorn,2018,149.1,65000,12000,"Neelankarai, Chennai"
Yamaha MT-15,2020,155,165000,120,"Ekkatuthangal, Chennai"
Hero Splendor Plus 100,2000,97.2,14999,85000,"Avadi, Chennai"
Bajaj V15,2017,149.5,34000,23000,"Mangadu, Chennai"
Hero XPulse,2020,199.6,90000,9000,"Gummidipundi, Chennai"
Royal Enfield Bullet,2017,346,120000,10006,"Shenoy Nagar, Chennai"
Honda Activa,2016,109,33000,13400,"Chitlapakkam, Chennai"
Honda Activa,2011,109,16500,60000,"Puzhal, Chennai"
Bajaj Pulsar,2018,NA,72500,9000,"Choolai, Chennai"
Hero Honda CBZ Xtreme,2011,149.2,24000,48000,"Egmore, Chennai"
TVS Heavy Duty Super XL,2016,69.9,21000,29000,"Egmore, Chennai"
Royal Enfield Thunderbird 500,2016,499,100000,35000,"Keelkattalai, Chennai"
TVS Apache RTR 160,2018,159.7,75000,34000,"Thiruverkadu, Chennai"
Hero Splendor Plus 100,2007,97.2,18000,29321,"Poonamallee, Chennai"
Bajaj Pulsar 150,2007,150,11000,60000,"Sithalapakkam, Chennai"
Royal Enfield Bullet Classic,2020,346,185000,2500,"Kelambakkam, Chennai"
Hero Splendor Plus 100,2019,97.2,61000,9456,"Redhills, Chennai"
Hero Splendor Plus 100,2019,97.2,56000,11350,"Tambaram, Chennai"
Royal Enfield Trials,2016,346,105000,9400,"Kumaran Nagar, Chennai"
Yamaha YZF R15,2018,149,38000,14596,"Alwarpet, Chennai"
Honda CBR250R,2016,249.6,135000,28300,"Thiruninravur, Chennai"
Honda CBR250R,2016,249.6,135000,28300,"Thiruninravur, Chennai"
Honda Dio,2017,109,17500,9536,"Katrambakkam, Chennai"
Yamaha YZF R15,2018,149,114999,13000,"East Coast Road, Chennai"
Honda Dio,2017,109,17500,9536,"Chengalpattu, Chennai"
Royal Enfield Bullet Classic,2012,346,91500,50500,"Adyar, Chennai"
Honda Dio,2017,109,17500,9536,"Chitlapakkam, Chennai"
Bajaj Pulsar RS200,2017,199.5,90000,50000,"Urapakkam, Chennai"
Bajaj Pulsar 150,2015,150,43000,50000,"Anna Nagar East, Chennai"
Hero Splendor Plus 100,2012,97.2,26000,40000,"Thiruverkadu, Chennai"
KTM Duke 200,2017,199.5,32000,13800,"Anna Nagar, Chennai"
UM Motorcycles Renegade Sport S,2020,279,NA,NA,"Kodambakkam, Chennai"
Hero Passion Pro 100,2011,97.2,20000,4000,"Egmore, Chennai"
Suzuki Gixxer,2014,155,48000,49000,"Pallavaram, Chennai"
Royal Enfield Bullet Classic,2015,346,90000,24000,"Okkiyam Thuraipakkam, Chennai"
TVS Scooty,2010,87.8,18500,26000,"CIT Colony, Chennai"
Bajaj Platina 100 ES,2019,102,45000,28790,"Sithalapakkam, Chennai"
TVS Heavy Duty Super XL,2011,69.9,21000,25000,"Maduravoyal, Chennai"
Bajaj Pulsar,2006,NA,12000,65000,"Nerkundram, Chennai"
Bajaj Pulsar,2006,NA,12000,65000,"Nerkundram, Chennai"
Royal Enfield Bullet Classic,2018,346,55000,26580,"Alwarpet, Chennai"
Hero Passion Pro 100,2016,97.2,35000,33000,"Ambattur, Chennai"
Royal Enfield Bullet Classic,2019,346,130000,15000,"Pattabiram, Chennai"
KTM Duke 200,2016,199.5,25000,16800,"Anna Nagar, Chennai"
Honda CB Twister,2010,109,16000,50000,"Manapakkam, Chennai"
TVS Suzuki Samurai,2000,98.2,10000,15000,"Ayanavaram, Chennai"
TVS Scooty,2011,87.8,14000,32000,"Porur, Chennai"
Royal Enfield Bullet,1999,346,199000,7000,"Selaiyur, Chennai"
KTM Duke 250,2019,248.8,160000,12800,"Thiruverkadu, Chennai"
Bajaj Pulsar 150,2009,150,15000,30000,"Chitlapakkam, Chennai"
Bajaj Pulsar NS200,2019,199.5,110000,10000,"Korattur, Chennai"
Bajaj Pulsar NS200,2019,199.5,110000,10000,"Korattur, Chennai"
Bajaj Pulsar NS200,2019,199.5,110000,10000,"Korattur, Chennai"
Bajaj Pulsar 150,2012,150,30000,74500,"Porur, Chennai"
TVS Ntorq 125,2019,124.79,70000,30000,"West Mambalam, Chennai"
TVS XL 100,2019,99.7,30000,8659,"Attipatttu, Chennai"
Hero Splendor Pro 100,2013,97.2,35000,47000,"Pallikaranai, Chennai"
Yamaha RX100,1999,NA,30000,15000,"Madipakkam, Chennai"
Suzuki Gixxer SF,2019,155,110000,5000,"Kolathur, Chennai"
Bajaj Pulsar 150,2019,150,70000,34000,"Pallikaranai, Chennai"
Yamaha RX135,1997,132,52000,28000,"Gerugambakkam, Chennai"
TVS Heavy Duty Super XL,2018,69.9,24500,15000,"Old Mahabalipuram Road, Chennai"
Yamaha RX135,2000,132,72000,40000,"Poonamallee, Chennai"
Yamaha FZ S,2018,153,64000,18000,"Thiruvallur Road, Chennai"
Bajaj Pulsar 160 NS,2019,160.3,65000,20000,"Manali, Chennai"
KTM Duke 200,2016,199.5,25000,15298,"Ariyalur, Chennai"
TVS Apache RTR 160,2020,159.7,97000,3010,"Ambattur Industrial Estate, Chennai"
TVS Jupiter,2019,109,60000,16000,"Perungalathur, Chennai"
KTM Duke 200,2017,199.5,120000,27000,"Pozhichalur, Chennai"
Honda Activa 4G,2020,109.2,80000,5000,"Choolaimedu, Chennai"
Mahindra Mojo,2019,300,140000,2600,"Tambaram, Chennai"
Royal Enfield Trials,2020,346,45000,1567,"Chengalpattu, Chennai"
TVS Apache RTR 160,2015,159.7,40000,45000,"Porur, Chennai"
Bajaj Pulsar,2007,NA,17000,2687,"Maraimalai Nagar, Chennai"
Benelli TNT 25,2016,249,130000,19000,"Kolathur, Chennai"
Triumph Thruxton,2020,865,25000,NA,"Chennai G.p.o., Chennai"
Bajaj Pulsar,2011,134.66,12000,35000,"Kelambakkam, Chennai"
Royal Enfield Bullet 350 Twinspark,2009,346,60000,50000,"Chrompet, Chennai"
KTM RC 125,2020,124.7,175000,165,"Sholingnallur, Chennai"
Bajaj Pulsar 150,2011,150,45000,60000,"Camp Road, Chennai"
KTM Duke 200,2013,199.5,100000,49118,"Pammal, Chennai"
Yamaha SZ-RR,2019,153,58000,12000,"Annanur, Chennai"
Bajaj Pulsar RS200,2015,199.5,68000,36000,"Mylapore, Chennai"
Royal Enfield Bullet,1999,346,150000,2745,"Vanuvampet, Chennai"
Bajaj Avenger 220,2011,220,28000,50000,"Avadi, Chennai"
Yamaha FZ S,2013,153,30000,75000,"Tharamani, Chennai"
Honda Activa,2011,109,23000,32000,"Pallikaranai, Chennai"
Hero Splendor Plus 100,2007,97.2,17500,29221,"Poonamallee, Chennai"
Honda Activa,2013,109,26500,32000,"Thiruneermalai, Chennai"
Honda Activa,2013,109,25500,35000,"Thiruneermalai, Chennai"
Benelli TNT 25,2016,249,120000,17000,"Villivakkam, Chennai"
Bajaj Discover 100 M,2010,102,NA,50000,"Thiruninravur, Chennai"
Yezdi Roadking,2020,NA,95000,100,"Thiruvanmiyur, Chennai"
Royal Enfield Bullet Classic,2020,346,50000,9883,"Cholavaram, Chennai"
Bajaj V15,2016,149.5,33000,30000,"Avadi, Chennai"
Honda Activa 4G,2017,109.2,17500,25123,"Adambakkam, Chennai"
Yamaha YZF R15,2015,149,25000,50000,"Injambakkam, Chennai"
TVS Apache,2018,177.4,65000,14000,"Chitlapakkam, Chennai"
Royal Enfield Trials,2014,346,90000,58000,"Ottiyabakkam, Chennai"
Bajaj Pulsar,2017,NA,59000,36000,"Venkatesapuram, Chennai"
Royal Enfield Bullet Classic,2019,346,45000,25000,"Ariyalur, Chennai"
Royal Enfield Thunderbird 350,2005,346,60000,50000,"Anna Nagar Western Extn., Chennai"
Bajaj Discover 100 M,2006,102,NA,55150,"Pallavaram, Chennai"
Bajaj Pulsar RS200,2015,199.5,55000,65000,"Vadapalani, Chennai"
UM Motorcycles Renegade Commando,2018,223,130000,11000,"Tiruvottiyur, Chennai"
Aprilia RSV4,2020,999,75000,3170,"Nerkundram, Chennai"
Bajaj Discover 100 M,2010,102,15500,81996,"Nandambakkam, Chennai"
Honda CB Unicorn,2019,149.1,80000,25000,"Anakaputhur, Chennai"
Honda Activa 4G,2018,109.2,25000,11650,"Ambattur Industrial Estate, Chennai"
Yamaha FZ S,2018,153,75000,18000,"Gummidipundi, Chennai"
Yamaha FZ25,2017,249,85000,18500,"Anna Nagar, Chennai"
Yamaha FZ S,2013,153,35000,35000,"Redhills, Chennai"
Bajaj Discover 100T,2007,100,NA,46550,"Kodungaiyur, Chennai"
Royal Enfield Himalayan,2020,411,195000,4000,"D G Vaishnav College, Chennai"
TVS Apache RTR 160,2012,159.7,20000,75000,"Villivakkam, Chennai"
Royal Enfield Bullet Classic,2013,346,83000,40000,"Kolathur, Chennai"
Honda Dio,2017,109,40000,37777,"Tharamani, Chennai"
KTM RC 200,2017,199.5,22500,14557,"Jawahar Nagar, Chennai"
Yamaha FZ25,2019,249,140000,5600,"Kottivakkam, Chennai"
KTM Duke 200,2016,199.5,25000,15298,"Anna Salai, Chennai"
KTM Duke 200,2016,199.5,25000,15309,"Hindi Prachar Sabha, Chennai"
Honda Activa,2016,109,27000,44800,"Redhills, Chennai"
Honda Activa 4G,2019,109.2,21000,6000,"Agaram, Chennai"
Honda CB Hornet 160R,2016,162.71,42000,36000,"Avadi, Chennai"
Royal Enfield Bullet Classic,2013,346,83000,40000,"Moolakadai, Chennai"
Bajaj Pulsar 150,2020,150,85000,1800,"Korattur, Chennai"
Honda Activa,2012,109,30000,18765,"Velachery, Chennai"
Yamaha Fazer 25,2017,249,80000,50000,"Medavakkam, Chennai"
Royal Enfield Bullet Classic,2020,499,450000,5749,"Porur, Chennai"
Yamaha FZ 16,2013,153,39000,20000,"Injambakkam, Chennai"
Bajaj Dominar 400,2017,373.3,110000,25000,"Madipakkam, Chennai"
KTM RC 200,2017,199.5,22500,14500,"Chitlapakkam, Chennai"
KTM Duke 200,2016,199.5,20000,15240,"Injambakkam, Chennai"
Honda Activa 4G,2016,109.2,15000,7427,"Ayappakkam, Chennai"
Hero Splendor Plus 100,2016,97.2,33000,42000,"Porur, Chennai"
Bajaj Discover 100T,2014,100,23000,89000,"Madipakkam, Chennai"
TVS XL 100,2014,99.7,12000,20000,"Poonamallee, Chennai"
Yamaha SZ-R,2019,153,58000,12000,"Ayappakkam, Chennai"
Hero Maestro,2012,109,18000,NA,"Vysarpadi, Chennai"
Honda Activa,2008,109,11000,40500,"Ayanavaram, Chennai"
TVS Apache,2010,177.4,27000,10000,"CIT Nagar, Chennai"
Suzuki Access 125,2018,124,50000,NA,"Anna Salai, Chennai"
TVS XL 100,2017,99.7,20000,40000,"Porur, Chennai"
KTM Duke 200,2016,199.5,25000,15386,"Kattupakkam, Chennai"
Yamaha FZ25,2018,249,65000,20000,"Arumbakkam, Chennai"
Hero Passion Pro 100,2020,97.2,70000,980,"Tambaram West, Chennai"
Bajaj Pulsar,2009,NA,13500,30000,"Old Mahabalipuram Road, Chennai"
Yamaha YZF R15,2017,149,60000,70000,"Perungalathur, Chennai"
KTM RC 125,2020,124.7,140000,8000,"Kolathur, Chennai"
Yamaha RX135,1998,132,60000,3500,"Koyambedu, Chennai"
KTM Duke 200,2016,199.5,20000,15520,"Choolaimedu, Chennai"
TVS XL 100,2010,99.7,10000,22000,"Adambakkam, Chennai"
Yamaha YZF R15,2020,149,158000,3500,"Choolaimedu, Chennai"
KTM Duke 200,2016,199.5,25000,15389,"Lakshmipuram, Chennai"
KTM Duke 390 ABS,2019,373,220000,3000,"Old Mahabalipuram Road, Chennai"
Bajaj Pulsar 220F,2020,220,NA,17500,"Old Mahabalipuram Road, Chennai"
Honda Dio,2016,109,39000,19000,"Thirumullaivoyal, Chennai"
Bajaj Discover 100T,2013,100,17500,30000,"Old Mahabalipuram Road, Chennai"
KTM RC 125,2020,124.7,180000,170,"Sholingnallur, Chennai"
TVS Radeon,2019,109.7,51000,18000,"Poonamallee, Chennai"
Royal Enfield Thunderbird 350X,2018,346,145000,8000,"Porur, Chennai"
Yamaha YZF R15,2018,149,114999,11250,"Kodambakkam, Chennai"
Yamaha FZ 16,2016,153,50000,3000,"Chrompet, Chennai"
Royal Enfield Bullet 500,2016,499,108000,18500,"Old Mahabalipuram Road, Chennai"
Hero Splendor Plus 100,2007,97.2,13000,75000,"Gerugambakkam, Chennai"
Honda Activa,2011,109,23500,18000,"Injambakkam, Chennai"
Bajaj Pulsar 220F,2020,220,99000,17000,"Old Mahabalipuram Road, Chennai"
Royal Enfield Bullet Classic,2016,499,118000,30000,"Old Mahabalipuram Road, Chennai"
KTM Duke 390 ABS,2019,373,220000,3000,"Okkiyam Thuraipakkam, Chennai"
Bajaj Pulsar,2006,NA,NA,60000,"Medavakkam, Chennai"
Honda Activa 4G,2016,109.2,15000,7427,"Dr.Radhakrishnan Salai, Chennai"
Bajaj Discover 100 M,2012,102,21500,75000,"Thoraipakkam, Chennai"
Honda CB Hornet 160R,2007,162.71,80000,25000,"Avadi, Chennai"
Royal Enfield Bullet Classic,2017,346,150000,6500,"Avadi, Chennai"
Honda Activa 4G,2016,109.2,15000,7427,"Cathedral Road, Chennai"
Jawa 300,2019,293,300000,2300,"Tiruvottiyur, Chennai"
Yamaha YZF R1,2018,998,100000,19000,"Perungalathur, Chennai"
KTM Duke 200,2016,199.5,25000,15288,"Nesapakkam, Chennai"
TVS Heavy Duty Super XL,2013,69.9,12000,30000,"Neelankarai, Chennai"
Royal Enfield Bullet Classic,2019,346,45000,4682,"Kavaraipettai, Chennai"
Bajaj Avenger,2018,178.6,80000,6170,"Iyyappanthangal, Chennai"
KTM Duke 200,2016,199.5,25000,15289,"Minjur, Chennai"
Honda Dio,2017,109,17500,9536,"Ayanambakkam, Chennai"
KTM Duke 390,2018,373,45000,10520,"Camp Road, Chennai"
Honda Dio,2018,109,55000,30000,"Perambur Barracks, Chennai"
Bajaj Discover,2013,124.52,20000,35000,"Kodungaiyur, Chennai"
TVS Apache,2006,NA,12000,36852,"Meenambakkam, Chennai"
Royal Enfield Himalayan,2020,411,200000,1500,"Kolathur, Chennai"
Bajaj Pulsar,2010,NA,25500,70000,"Rajakilpakkam, Chennai"
KTM RC 200,2017,199.5,120000,13000,"Porur, Chennai"
Bajaj Pulsar,2010,134.66,25000,70000,"Nanmangalam, Chennai"
